,study ID,vaccine,dose,VE,LCL,UCL,days_since_first_dose,population_category,outcome_category,variant_sequenced,time_sup,time_inf
2936,345,AZD1222 (AstraZeneca),final,100.0,44.3,100.0,14,18-60 years,infection,,14,14
2937,345,,final,81.3,-298,97.9,14,18-60 years,infection,gamma,14,14
2938,346,Pfizer,final,45.0,37,53.0,14,mothers of infants < 6 months,infection,,14,14
2939,346,Pfizer,final,47.0,31,59.0,14,infants < 6 months of mothers receiving second dose in first trimester,infection,,14,14
2940,346,Pfizer,final,37.0,24,47.0,14,infants < 6 months of mothers receiving second dose in second trimester,infection,,14,14
2941,346,Pfizer,final,53.0,42,62.0,14,infants < 6 months of mothers receiving second dose in third trimester,infection,,14,14
2942,346,Pfizer,final,57.0,44,66.0,14,infants 0-8 weeks,infection,,14,14
2943,346,Pfizer,final,47.0,31,60.0,14,infants 9-16 weeks,infection,,14,14
2944,346,Pfizer,final,40.0,21,54.0,14,infants >16 weeks and < 6 months,infection,,14,14
2945,346,Pfizer,final,58.0,44,69.0,14,infants < 6 months,severe,,14,14
2946,346,Pfizer,final,95.0,88,98.0,14,infants < 6 months,infection,,14,14
2947,346,Pfizer,final,94.0,74,100.0,14,infants < 6 months,severe,,14,14
2948,346,Pfizer,final,44.0,38,54.0,14,infants < 6 months,infection,,14,14
2949,347,Pfizer,final,64.0,51,74.0,14,general pop,infection,,14,14
2950,347,Pfizer,final,64.0,49,75.0,14,general pop,symptomatic,,14,14
2951,347,Moderna,final,76.0,62,85.0,14,general pop,infection,,14,14
2952,347,Moderna,final,75.0,58,85.0,14,general pop,symptomatic,,14,14
2953,347,AZD1222 (AstraZeneca),final,53.0,37,68.0,14,general pop,infection,,14,14
2954,347,AZD1222 (AstraZeneca),final,52.0,26,69.0,14,general pop,symptomatic,,14,14
2955,347,Janssen,final,55.0,32,70.0,28,general pop,infection,,28,28
2956,347,Janssen,final,59.0,35,74.0,28,general pop,symptomatic,,28,28
2957,347,Pfizer,final,74.0,63,81.0,120,general pop,infection,,120,120
2958,347,Pfizer,final,56.0,36,69.0,120,general pop,infection,,120,120
2959,347,Pfizer,final,59.0,25,70.0,14,general pop,infection,,14,14
2960,347,Moderna,final,73.0,59,83.0,14,general pop,infection,,14,14
2961,347,AZD1222 (AstraZeneca),final,48.0,25,64.0,14,general pop,infection,,14,14
2962,347,Janssen,final,50.0,24,66.0,14,general pop,infection,,14,14
2963,348,Pfizer,final,91.0,88,93.0,14,general pop,severe,,14,14
2964,348,Pfizer,final,84.0,80,88.0,14,general pop,severe,,14,14
2965,348,Pfizer,final,64.0,48,75.0,14,immunocompromised adults,severe,,14,14
2966,348,Pfizer,final,53.0,22,72.0,14,immunocompromised adults,severe,,14,14
2967,349,Pfizer,final,28.1,25.2,30.8,14,12-17 years,infection,,14,14
2968,349,Moderna,final,17.9,14,21.5,14,12-17 years,infection,,14,14
2969,349,Pfizer,final,40.6,29.4,50.0,14,12-17 years,infection,,14,14
2970,349,Pfizer,final,31.5,26.3,36.4,14,12-17 years,infection,,14,14
2971,349,Pfizer,final,55.8,52.4,59.0,22,12-17 years,infection,,30,15
2972,349,Pfizer,final,12.4,8.6,16.1,61,12-17 years,infection,,61,61
2973,349,Pfizer,final,97.6,81,99.7,14,12-17 years,death,,14,14
2974,349,BBIBP-CorV (Beijing CNBG),final,26.0,23.2,28.8,14,3-11 years,infection,,14,14
2975,349,BBIBP-CorV (Beijing CNBG),final,37.6,34.2,40.8,22,3-11 years,infection,,30,15
2976,349,BBIBP-CorV (Beijing CNBG),final,2.0,1.8,5.6,61,3-11 years,infection,,61,61
2977,349,BBIBP-CorV (Beijing CNBG),final,66.9,6.4,89.8,14,3-11 years,death,,14,14
2978,349,Pfizer,final,64.1,60.5,67.3,14,12-17 years,infection,,14,14
2979,349,Moderna,final,70.2,66.8,73.1,14,12-17 years,infection,,14,14
2980,349,Pfizer,final,88.9,66.1,96.4,14,12-17 years,infection,,14,14
2981,349,Pfizer,final,66.3,54,75.4,14,12-17 years,infection,,14,14
2982,349,Pfizer,final,74.8,71.3,77.9,22,12-17 years,infection,,30,15
2983,349,Pfizer,final,56.3,50.2,61.7,61,12-17 years,infection,,61,61
2984,349,BBIBP-CorV (Beijing CNBG),final,61.2,56.4,65.5,14,3-11 years,infection,,14,14
2985,349,BBIBP-CorV (Beijing CNBG),final,68.4,64.1,72.2,22,3-11 years,infection,,30,15
2986,349,BBIBP-CorV (Beijing CNBG),final,65.2,44,78.4,61,3-11 years,infection,,61,61
2987,350,Pfizer,final,-122.3,-124.2,120.3,14,general pop,infection,,14,14
2988,350,Moderna,final,-163.5,-166.6,-160.5,14,general pop,infection,,14,14
2989,350,mRNA (heterologous),final,-19.0,-27.4,-11.0,14,general pop,infection,,14,14
2990,350,Janssen,final,-38.1,-44.2,32.2,14,general pop,infection,,14,14
2991,350,Pfizer,final,-25.0,-26.2,-23.8,14,general pop,infection,,14,14
2992,350,Moderna,final,-11.3,-12.9,-9.8,14,general pop,infection,,14,14
2993,350,mRNA (heterologous),final,-13.6,-22.7,-5.2,14,general pop,infection,,14,14
2994,350,Janssen,final,33.0,29.2,36.5,14,general pop,infection,,14,14
2995,350,Pfizer,final,77.9,77.2,78.5,14,general pop,infection,,14,14
2996,350,Moderna,final,85.9,85.1,86.5,14,general pop,infection,,14,14
2997,350,mRNA (heterologous),final,78.9,66.6,87.7,14,general pop,infection,,14,14
2998,350,Janssen,final,81.4,78.4,84.2,14,general pop,infection,,14,14
2999,350,Pfizer,final,47.3,46,48.5,30,general pop,infection,,30,30
3000,350,Pfizer,final,-32.8,-37.4,-28.3,210,general pop,infection,,60,360
3001,350,Moderna,final,64.7,63.3,66.0,30,general pop,infection,,30,30
3002,350,Moderna,final,-36.4,-43.2,-29.8,210,general pop,infection,,60,360
3003,350,mRNA (heterologous),final,-35.5,-48.6,-23.6,30,general pop,infection,,30,30
3004,350,mRNA (heterologous),final,-1.4,-28.3,20.0,240,general pop,infection,,240,240
3005,350,Janssen,final,30.8,23.5,37.4,30,general pop,infection,,30,30
3006,350,Janssen,final,71.1,60.5,78.8,210,general pop,infection,,60,360
3007,351,Pfizer,final,41.0,-49,77.0,14,HCW,infection,,14,14
3008,351,Pfizer,final,-4.0,-43,24.0,14,HCW,infection,,14,14
3009,352,AZD1222 (AstraZeneca),final,3.0,-129,59.0,133,general pop,symptomatic,,133,133
3010,352,AZD1222 (AstraZeneca),final,-35.0,-112,14.0,133,general pop,symptomatic,,133,133
3011,352,AZD1222 (AstraZeneca),final,86.0,-23,98.0,14,general pop,death,,14,14
3012,352,BBIBP-CorV (Beijing CNBG),final,34.0,-16,62.0,133,general pop,symptomatic,,133,133
3013,352,BBIBP-CorV (Beijing CNBG),final,-36.0,-886,81.0,133,general pop,symptomatic,,133,133
3014,352,BBIBP-CorV (Beijing CNBG),final,75.0,-124,97.0,14,general pop,death,,14,14
3015,352,Moderna,final,64.0,10,86.0,14,general pop,symptomatic,,14,14
3016,353,BBIBP-CorV (Beijing CNBG),final,65.8,39.4,80.7,14,general pop,severe,,14,14
3017,353,AZD1222 (AstraZeneca),final,58.4,39.9,71.2,14,general pop,severe,,14,14
3018,353,Pfizer,final,71.7,49.7,84.1,14,general pop,severe,,14,14
3019,353,CoronaVac (Sinovac) & AZD1222 (AstraZeneca) - heterologous,final,71.7,63.2,78.2,14,general pop,severe,,14,14
3020,353,Pfizer,final,79.7,7.3,95.6,14,general pop,severe,,14,14
3021,353,Pfizer,final,83.1,62.3,92.4,14,general pop,severe,,14,14
3022,354,Pfizer,final,78.0,75,80.0,7,≥60 years,severe,,7,7
3023,354,Pfizer,final,86.0,78,91.0,48,≥60 years,severe,,90,7
3024,354,Pfizer,final,68.0,37,84.0,314,≥60 years,severe,,359,270
3025,354,Pfizer,final,60.0,50,67.0,7,≥60 years,severe,,7,7
3026,354,Pfizer,final,66.0,28,84.0,48,≥60 years,severe,,90,7
3027,354,Pfizer,final,73.0,-13,94.0,404,≥60 years,severe,,449,360
3028,354,Pfizer,final,40.0,30,49.0,7,≥60 years,severe,,7,7
3029,354,Pfizer,final,55.0,-95,89.0,48,≥60 years,severe,,90,7
3030,354,Pfizer,final,47.0,35,57.0,404,≥60 years,severe,,449,360
3031,354,Pfizer,final,97.0,96,99.0,7,≥60 years,severe,,7,7
3032,354,Pfizer,final,92.0,86,96.0,7,≥60 years,severe,,7,7
3033,354,Pfizer,final,99.0,94,100.0,7,≥60 years,severe,,7,7
3034,354,Pfizer,final,92.0,80,97.0,7,≥60 years,severe,,7,7
3035,354,Pfizer,final,91.0,85,95.0,7,≥60 years,severe,,7,7
3036,355,Pfizer,final,42.0,38,45.0,14,general pop,severe,,14,14
3037,356,Pfizer,final,75.0,74,76.0,34,18-39 years,infection,,48,21
3038,356,Pfizer,final,-83.0,-294,15.0,258,18-39 years,infection,,272,245
3039,356,Pfizer,final,96.0,93,97.0,34,18-39 years,severe,,48,21
3040,356,Pfizer,final,-48.0,-217,31.0,258,18-39 years,severe,,272,245
3041,356,AZD1222 (AstraZeneca),final,22.0,19,25.0,34,40-64 years,infection,,48,21
3042,356,AZD1222 (AstraZeneca),final,41.0,-47,77.0,314,40-64 years,infection,,328,301
3043,356,AZD1222 (AstraZeneca),final,95.0,93,96.0,34,40-64 years,severe,,48,21
3044,356,AZD1222 (AstraZeneca),final,44.0,-41,78.0,314,40-64 years,severe,,328,301
3045,356,AZD1222 (AstraZeneca),final,99.0,96,100.0,90,40-64 years,death,,104,77
3046,356,AZD1222 (AstraZeneca),final,74.0,36,89.0,230,40-64 years,death,,244,217
3047,356,Pfizer,final,78.0,73,82.0,34,18-64 years clinically vulnerable,infection,,48,21
3048,356,Pfizer,final,28.0,-41,63.0,342,18-64 years clinically vulnerable,infection,,356,329
3049,356,Pfizer,final,97.0,92,99.0,34,18-64 years clinically vulnerable,severe,,48,21
3050,356,Pfizer,final,28.0,-38,62.0,342,18-64 years clinically vulnerable,severe,,356,329
3051,356,Pfizer,final,96.0,92,98.0,118,18-64 years clinically vulnerable,death,,132,105
3052,356,Pfizer,final,37.0,-36,70.0,258,18-64 years clinically vulnerable,death,,272,245
3053,356,AZD1222 (AstraZeneca),final,26.0,20,33.0,34,18-64 years clinically vulnerable,infection,,48,21
3054,356,AZD1222 (AstraZeneca),final,14.0,-42,48.0,342,18-64 years clinically vulnerable,infection,,356,329
3055,356,AZD1222 (AstraZeneca),final,93.0,89,96.0,34,18-64 years clinically vulnerable,severe,,48,21
3056,356,AZD1222 (AstraZeneca),final,21.0,-30,52.0,342,18-64 years clinically vulnerable,severe,,356,329
3057,356,AZD1222 (AstraZeneca),final,96.0,87,99.0,62,18-64 years clinically vulnerable,death,,76,49
3058,356,AZD1222 (AstraZeneca),final,50.0,-125,89.0,314,18-64 years clinically vulnerable,death,,328,301
3059,356,Pfizer,final,77.0,67,84.0,34,≥65 years,infection,,48,21
3060,356,Pfizer,final,4.0,-30,29.0,342,≥65 years,infection,,356,329
3061,356,Pfizer,final,92.0,86,95.0,34,≥65 years,severe,,48,21
3062,356,Pfizer,final,2.0,-34,27.0,342,≥65 years,severe,,356,329
3063,356,Pfizer,final,97.0,92,99.0,34,≥65 years,death,,48,21
3064,356,Pfizer,final,33.0,-49,70.0,342,≥65 years,death,,356,329
3065,356,AZD1222 (AstraZeneca),final,47.0,29,61.0,34,≥65 years,infection,,48,21
3066,356,AZD1222 (AstraZeneca),final,-12.0,-54,18.0,342,≥65 years,infection,,356,329
3067,356,AZD1222 (AstraZeneca),final,86.0,75,92.0,34,≥65 years,severe,,48,21
3068,356,AZD1222 (AstraZeneca),final,-12.0,-53,18.0,342,≥65 years,severe,,356,329
3069,356,AZD1222 (AstraZeneca),final,93.0,84,97.0,62,≥65 years,death,,76,49
3070,356,AZD1222 (AstraZeneca),final,23.0,-82,68.0,342,≥65 years,death,,356,329
3071,357,Pfizer,final,46.0,30,58.0,150,general pop,severe,,150,150
3072,357,Janssen,final,36.0,-4,60.0,60,general pop,severe,,60,60
3073,358,Pfizer,final,47.0,40,53.0,81,"≥18 years, Social Vulnerability Index Quartile 1",symptomatic,,149,14
3074,358,Pfizer,final,35.0,31,40.0,150,"≥18 years, Social Vulnerability Index Quartile 1",symptomatic,,150,150
3075,358,Pfizer,final,59.0,39,72.0,81,"≥18 years, Social Vulnerability Index Quartile 1",severe,,149,14
3076,358,Pfizer,final,58.0,51,65.0,150,"≥18 years, Social Vulnerability Index Quartile 1",severe,,150,150
3077,358,Pfizer,final,42.0,33,49.0,81,"≥18 years, Social Vulnerability Index Quartile 2",symptomatic,,149,14
3078,358,Pfizer,final,37.0,32,41.0,150,"≥18 years, Social Vulnerability Index Quartile 2",symptomatic,,150,150
3079,358,Pfizer,final,65.0,48,76.0,81,"≥18 years, Social Vulnerability Index Quartile 2",severe,,149,14
3080,358,Pfizer,final,57.0,49,64.0,150,"≥18 years, Social Vulnerability Index Quartile 2",severe,,150,150
3081,358,Pfizer,final,54.0,47,61.0,81,"≥18 years, Social Vulnerability Index Quartile 3",symptomatic,,149,14
3082,358,Pfizer,final,31.0,25,36.0,150,"≥18 years, Social Vulnerability Index Quartile 3",symptomatic,,150,150
3083,358,Pfizer,final,62.0,45,74.0,81,"≥18 years, Social Vulnerability Index Quartile 3",severe,,149,14
3084,358,Pfizer,final,55.0,47,63.0,150,"≥18 years, Social Vulnerability Index Quartile 3",severe,,150,150
3085,358,Pfizer,final,51.0,43,58.0,81,"≥18 years, Social Vulnerability Index Quartile 4",symptomatic,,149,14
3086,358,Pfizer,final,27.0,20,33.0,150,"≥18 years, Social Vulnerability Index Quartile 4",symptomatic,,150,150
3087,358,Pfizer,final,63.0,43,75.0,81,"≥18 years, Social Vulnerability Index Quartile 4",severe,,149,14
3088,358,Pfizer,final,43.0,32,52.0,150,"≥18 years, Social Vulnerability Index Quartile 4",severe,,150,150
3089,358,Pfizer,final,87.0,84,89.0,81,"≥18 years, Social Vulnerability Index Quartile 1",symptomatic,,149,14
3090,358,Pfizer,final,81.0,79,82.0,150,"≥18 years, Social Vulnerability Index Quartile 1",symptomatic,,150,150
3091,358,Pfizer,final,90.0,84,94.0,81,"≥18 years, Social Vulnerability Index Quartile 1",severe,,149,14
3092,358,Pfizer,final,85.0,82,87.0,150,"≥18 years, Social Vulnerability Index Quartile 1",severe,,150,150
3093,358,Pfizer,final,85.0,81,88.0,81,"≥18 years, Social Vulnerability Index Quartile 2",symptomatic,,149,14
3094,358,Pfizer,final,80.0,77,81.0,150,"≥18 years, Social Vulnerability Index Quartile 2",symptomatic,,150,150
3095,358,Pfizer,final,91.0,85,95.0,81,"≥18 years, Social Vulnerability Index Quartile 2",severe,,149,14
3096,358,Pfizer,final,86.0,83,88.0,150,"≥18 years, Social Vulnerability Index Quartile 2",severe,,150,150
3097,358,Pfizer,final,89.0,85,91.0,81,"≥18 years, Social Vulnerability Index Quartile 3",symptomatic,,149,14
3098,358,Pfizer,final,74.0,71,77.0,150,"≥18 years, Social Vulnerability Index Quartile 3",symptomatic,,150,150
3099,358,Pfizer,final,94.0,88,97.0,81,"≥18 years, Social Vulnerability Index Quartile 3",severe,,149,14
3100,358,Pfizer,final,82.0,78,85.0,150,"≥18 years, Social Vulnerability Index Quartile 3",severe,,150,150
3101,358,Pfizer,final,84.0,79,87.0,81,"≥18 years, Social Vulnerability Index Quartile 4",symptomatic,,149,14
3102,358,Pfizer,final,75.0,72,78.0,150,"≥18 years, Social Vulnerability Index Quartile 4",symptomatic,,150,150
3103,358,Pfizer,final,90.0,83,94.0,81,"≥18 years, Social Vulnerability Index Quartile 4",severe,,149,14
3104,358,Pfizer,final,84.0,80,87.0,150,"≥18 years, Social Vulnerability Index Quartile 4",severe,,150,150
3105,359,Pfizer,final,57.6,51.6,62.8,22,5-11 years,infection,,30,15
3106,359,Pfizer,final,46.9,43.7,49.9,45,5-11 years,infection,,60,31
3107,359,Pfizer,final,41.2,34.3,47.4,75,5-11 years,infection,,90,61
3108,359,Pfizer,final,100.0,100,100.0,22,5-11 years,severe,,30,15
3109,359,Pfizer,final,100.0,100,100.0,45,5-11 years,severe,,60,31
3110,359,Pfizer,final,100.0,100,100.0,75,5-11 years,severe,,90,61
3111,360,Pfizer,final,80.0,67.6,87.7,14,LTCF staff <65 years,infection,,14,14
3112,360,Pfizer,final,87.5,69.4,94.9,14,LTCF staff <65 years,symptomatic,,14,14
3113,360,Pfizer,final,68.9,36,84.9,14,LTCF staff <65 years,asymptomatic,,14,14
3114,361,Pfizer,final,-53.0,-205,23.0,14,general pop,symptomatic,,14,14
3115,361,Pfizer,final,45.0,-4,70.0,14,general pop,symptomatic,,14,14
3116,361,Pfizer,final,70.0,11,90.0,14,general pop,symptomatic,,14,14
3117,361,Pfizer,final,23.0,-225,82.0,14,general pop,symptomatic,,14,14
3118,361,Pfizer,final,17.0,-40,51.0,14,general pop,symptomatic,,14,14
3119,361,Pfizer,final,42.0,-1,66.0,14,general pop,symptomatic,,14,14
3120,362,Pfizer,final,11.0,0,21.0,0,pregnant women,infection,,0,0
3121,362,Pfizer,final,41.0,22,55.0,0,pregnant women,symptomatic,,0,0
3122,362,Pfizer,final,56.0,27,74.0,0,pregnant women,severe,,0,0
3123,363,Pfizer,final,94.3,89,97.0,14,≥18 years on chronic hemodialysis,infection,,14,14
3124,363,Moderna,final,98.2,88.6,99.9,14,≥18 years on chronic hemodialysis,infection,,14,14
3125,364,AZD1222 (AstraZeneca),final,97.0,75,99.5,45,≥5 years,severe,,60,31
3126,364,AZD1222 (AstraZeneca),final,93.0,69,99.0,105,≥5 years,severe,,120,91
3127,364,AZD1222 (AstraZeneca),final,87.0,80,92.0,45,≥5 years,severe,,60,31
3128,364,AZD1222 (AstraZeneca),final,90.0,51,98.0,151,≥5 years,severe,,151,151
3129,364,AZD1222 (AstraZeneca),final,57.0,-41,87.0,45,≥5 years,severe,,60,31
3130,364,AZD1222 (AstraZeneca),final,12.0,-113,63.0,105,≥5 years,severe,,120,91
3131,364,AZD1222 (AstraZeneca),final,80.0,48,92.0,45,≥5 years,death,,60,31
3132,364,AZD1222 (AstraZeneca),final,92.0,48,99.0,135,≥5 years,death,,150,121
3133,364,BBIBP-CorV (Beijing CNBG),final,78.0,69,84.0,45,≥5 years,severe,,60,31
3134,364,BBIBP-CorV (Beijing CNBG),final,95.0,67,99.4,151,≥5 years,severe,,151,151
3135,364,BBIBP-CorV (Beijing CNBG),final,71.0,68,75.0,45,≥5 years,severe,,60,31
3136,364,BBIBP-CorV (Beijing CNBG),final,85.0,77,91.0,151,≥5 years,severe,,151,151
3137,364,BBIBP-CorV (Beijing CNBG),final,25.0,-9,48.0,45,≥5 years,severe,,60,31
3138,364,BBIBP-CorV (Beijing CNBG),final,26.0,-77,69.0,151,≥5 years,severe,,151,151
3139,364,BBIBP-CorV (Beijing CNBG),final,41.0,23,55.0,45,≥5 years,death,,60,31
3140,364,BBIBP-CorV (Beijing CNBG),final,33.0,-40,69.0,151,≥5 years,death,,151,151
3141,364,BIV1-CovIran,final,96.0,68,99.4,45,≥5 years,severe,,60,31
3142,364,BIV1-CovIran,final,97.0,76,99.6,75,≥5 years,severe,,90,61
3143,364,BIV1-CovIran,final,82.0,73,88.0,45,≥5 years,severe,,60,31
3144,364,BIV1-CovIran,final,92.0,86,96.0,105,≥5 years,severe,,120,91
3145,364,BIV1-CovIran,final,61.0,-61,91.0,45,≥5 years,severe,,60,31
3146,364,BIV1-CovIran,final,35.0,-116,80.0,105,≥5 years,severe,,120,91
3147,364,BIV1-CovIran,final,88.0,48,97.0,45,≥5 years,death,,60,31
3148,364,BIV1-CovIran,final,93.0,46,99.0,105,≥5 years,death,,120,91
3149,364,Covaxin,final,55.0,-33,85.0,75,≥5 years,severe,,90,61
3150,364,Covaxin,final,96.0,68,99.5,151,≥5 years,severe,,151,151
3151,364,Covaxin,final,4.0,-671,79.0,105,≥5 years,death,,120,91
3152,364,Sputnik V (Gamaleya),final,74.0,-9,94.0,45,≥5 years,severe,,60,31
3153,364,Sputnik V (Gamaleya),final,95.0,79,99.0,151,≥5 years,severe,,151,151
3154,364,Sputnik V (Gamaleya),final,62.0,32,78.0,45,≥5 years,severe,,60,31
3155,364,Sputnik V (Gamaleya),final,93.0,88,96.0,151,≥5 years,severe,,151,151
3156,364,Sputnik V (Gamaleya),final,51.0,-258,94.0,105,≥5 years,severe,,120,91
3157,364,Sputnik V (Gamaleya),final,18.0,-136,71.0,151,≥5 years,severe,,151,151
3158,364,Sputnik V (Gamaleya),final,25.0,-149,78.0,45,≥5 years,death,,60,31
3159,364,Sputnik V (Gamaleya),final,93.0,47,99.1,151,≥5 years,death,,151,151
3160,365,Moderna,final,58.0,47.5,66.5,14,0-4 years,infection,,28,0
3161,365,Moderna,final,47.6,27.7,62.0,619,0-4 years,infection,,1127,112
3162,365,Pfizer,final,73.3,8.3,92.3,17,5-11 years,severe,,35,0
3163,365,Pfizer,final,2.9,-50.8,37.4,787,5-11 years,severe,,1435,140
3164,365,Pfizer,final,37.5,21.2,50.4,17,0-4 years,infection,,35,0
3165,365,Pfizer,final,46.8,-0.3,71.8,619,0-4 years,infection,,1127,112
3166,365,Pfizer,final,65.3,58.1,71.2,17,5-11 years,infection,,35,0
3167,365,Pfizer,final,4.6,-2.1,10.9,955,5-11 years,infection,,1743,168
3168,365,Pfizer,final,55.7,49.1,61.5,17,0-4 years,infection,,35,0
3169,365,Pfizer,final,58.6,48.3,66.9,619,0-4 years,infection,,1127,112
3170,365,Pfizer,final,59.7,58.3,61.0,17,5-11 years,infection,,35,0
3171,365,Pfizer,final,16.0,13.1,18.7,1389,5-11 years,infection,,2527,252
3172,366,BBV152 (Bharat),final,74.0,50.5,86.0,7,general pop,severe,,7,7
3173,366,AZD1222 (Covishield),final,79.0,53.1,81.0,7,general pop,severe,,7,7
3174,367,Pfizer,final,43.0,35,57.0,14,general pop,infection,,14,14
3175,368,Pfizer,final,80.6,76.9,83.7,43,general pop,symptomatic,,73,14
3176,368,Pfizer,final,43.3,28.8,54.7,334,general pop,symptomatic,,355,314
3177,368,Moderna,final,94.8,88,97.8,10,general pop,symptomatic,,13,7
3178,368,Moderna,final,63.2,53.7,70.7,283,general pop,symptomatic,,313,254
3179,369,CoronaVac (Sinovac),final,76.5,45.6,89.8,15,general pop,severe,,15,15
3180,370,Pfizer,final,60.0,47,69.0,51,5-11 years,symptomatic,,89,14
3181,370,Pfizer,final,28.0,8,43.0,90,5-11 years,symptomatic,,90,90
3182,370,Pfizer,final,85.0,59,95.0,90,5-11 years,symptomatic,,90,90
3183,371,CoronaVac (Sinovac),final,47.0,7,70.0,90,general pop,infection,,90,90
3184,371,CoronaVac (Sinovac),final,21.0,-15,47.0,90,general pop,infection,,90,90
3185,371,CoronaVac (Sinovac),final,-4.0,-50,45.0,14,general pop,symptomatic,,14,14
3186,371,AZD1222 (AstraZeneca),final,61.0,41,74.0,90,general pop,infection,,90,90
3187,371,AZD1222 (AstraZeneca),final,30.0,0,51.0,90,general pop,infection,,90,90
3188,371,AZD1222 (AstraZeneca),final,56.0,25,74.0,14,general pop,symptomatic,,14,14
3189,372,Pfizer,final,94.6,83.4,98.3,14,≥12 years,infection,,14,14
3190,372,Moderna,final,97.5,82.5,99.7,14,≥12 years,infection,,14,14
3191,372,Pfizer,final,64.8,54.2,73.0,14,≥12 years,infection,,14,14
3192,372,Moderna,final,65.0,52.9,74.1,14,≥12 years,infection,,14,14
3193,372,Pfizer,final,31.6,19.6,42.5,14,≥12 years,infection,,14,14
3194,372,Moderna,final,25.6,10.7,39.0,14,≥12 years,infection,,14,14
3195,373,MVC-COV1901 (Medigen),final,38.3,32.6,43.5,14,general pop,infection,,14,14
3196,373,MVC-COV1901 (Medigen),final,79.6,56.7,90.4,14,general pop,symptomatic,,14,14
3197,6,Moderna,1,79.0,63,88.0,10,pre-surgical hospital patients,asymptomatic,,10,10
3198,6,Moderna,final,80.0,56,91.0,0,pre-surgical hospital patients,asymptomatic,,0,0
3199,11,Moderna,1,80.0,59,90.0,14,HCW,infection,,14,14
3200,11,Moderna,final,90.0,68,97.0,14,HCW,infection,,14,14
3201,12,Moderna,1,82.0,68,90.0,14,HCW,infection,,14,14
3202,14,Moderna,1,66.9,28.7,84.6,15,general pop,infection,,15,15
3203,14,Moderna,final,87.4,77.2,93.1,15,general pop,infection,,15,15
3204,14,Moderna,final,68.3,27.9,85.7,15,general pop,asymptomatic,,15,15
3205,14,Moderna,final,91.3,79.3,96.3,15,general pop,symptomatic,,15,15
3206,14,Moderna,final,100.0,,,15,general pop,severe,,15,15
3207,22,Moderna,1,64.0,28,82.0,28,≥ 65 years,severe,,28,28
3208,22,Moderna,final,94.0,49,99.0,14,≥ 65 years,severe,,14,14
3209,30,Moderna,1,82.0,74,87.0,21,HCW,symptomatic,,21,21
3210,30,Moderna,final,94.0,87,97.0,7,HCW,symptomatic,,7,7
3211,34,Moderna,1,61.0,56,66.0,14,general pop,symptomatic,alpha,14,14
3212,34,Moderna,final,90.0,85,94.0,7,general pop,symptomatic,alpha,7,7
3213,34,Moderna,1,59.0,39,73.0,14,general pop,severe,alpha,14,14
3214,34,Moderna,final,94.0,59,99.0,0,general pop,severe,alpha,0,0
3215,34,Moderna,1,43.0,22,59.0,14,general pop,symptomatic,beta & gamma,14,14
3216,34,Moderna,final,88.0,61,96.0,7,general pop,symptomatic,beta & gamma,7,7
3217,34,Moderna,1,56.0,-9,82.0,14,general pop,severe,   ,14,14
3218,34,Moderna,final,100.0,,,7,general pop,severe,   ,7,7
3219,36,Moderna,1,-1.0,-50,32.0,21,general pop,infection,,21,21
3220,36,Moderna,final,69.0,44,83.0,7,general pop,infection,,7,7
3221,36,Moderna,1,9.0,-114,61.0,21,general pop,severe,,21,21
3222,36,Moderna,final,49.0,-36,81.0,7,general pop,severe,,7,7
3223,37,Moderna,1,44.4,30.4,55.6,28,HCW,infection,,28,28
3224,37,Moderna,1,63.0,56.3,68.7,84,HCW,infection,,84,84
3225,40,Moderna,1,67.0,57,75.0,21,> 70 years,infection,alpha,21,21
3226,40,Moderna,1,61.0,45,72.0,21,> 70 years,infection,gamma,21,21
3227,40,Moderna,1,72.0,58,81.0,21,> 70 years,infection,non-VOC,21,21
3228,45,Moderna,1,58.0,54,62.0,7,general pop,infection,,7,7
3229,45,Moderna,final,94.0,92,95.0,7,general pop,infection,,7,7
3230,45,Moderna,1,40.0,27,50.0,7,general pop,severe,,7,7
3231,45,Moderna,final,89.0,81,93.0,7,general pop,severe,,7,7
3232,45,Moderna,1,55.0,21,74.0,7,general pop,death,,7,7
3233,45,Moderna,final,98.5,86.6,99.8,7,general pop,death,,7,7
3234,45,Moderna,1,58.0,41.7,69.7,7,general pop,asymptomatic,,7,7
3235,45,Moderna,final,69.7,47.7,82.5,7,general pop,asymptomatic,,7,7
3236,45,Moderna,1,53.0,25.7,70.3,7,general pop,severe,,7,7
3237,45,Moderna,final,88.4,74.9,94.7,7,general pop,severe,,7,7
3238,45,Moderna,1,55.6,26.6,73.2,7,general pop,death,,7,7
3239,45,Moderna,final,97.0,91.7,98.9,7,general pop,death,,7,7
3240,48,Moderna,1,45.0,36,53.0,21,≥ 70 years,infection,,21,21
3241,48,Moderna,final,75.0,65,82.0,7,≥ 70 years,infection,,7,7
3242,48,Moderna,1,63.0,49,74.0,21,≥ 70 years,severe,,21,21
3243,48,Moderna,final,93.0,70,98.0,7,≥ 70 years,severe,,7,7
3244,48,Moderna,1,40.0,26,51.0,21,chronically ill,infection,,21,21
3245,48,Moderna,final,77.0,65,85.0,7,chronically ill,infection,,7,7
3246,48,Moderna,1,82.0,56,93.0,21,chronically ill,severe,,21,21
3247,48,Moderna,final,90.0,29,99.0,7,chronically ill,severe,,7,7
