Study ID,first author,study design,publication date,primary series vaccine,booster vaccine,historyofCOVID ,reference group,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,notes,,,,
149,Britton,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥ 18 years,immunocompromised,33.0,22.0,42.0,,omicron BA.2/BA.2.12.1/BA.4/BA.5,~51 weeks,,,,,
149,Britton,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,90+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥ 18 years,immunocompromised,32.0,21.0,42.0,,omicron BA.2/BA.2.12.1/BA.4/BA.5,~51 weeks,,,,,
149,Britton,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥ 18 years,immunocompromised,43.0,27.0,56.0,,omicron BA.2/BA.2.12.1/BA.4/BA.5,~22 weeks,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-120,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,79.0,74.0,84.0,,omicron BA.1/BA.2,,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,120+,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,41.0,23.0,55.0,,omicron BA.1/BA.2,~28 weeks,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,61.0,29.0,78.0,,omicron BA.1/BA.2,~11 weeks,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7-120,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,61.0,29.0,78.0,,omicron BA.1/BA.2,,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-120,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,60.0,12.0,81.0,,omicron BA.4/BA.5,,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,120+,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,29.0,3.0,48.0,,omicron BA.4/BA.5,~39 weeks,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer),Moderna,included,unvaccinated individuals,7+,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,60.0,36.0,75.0,,omicron BA.4/BA.5,~22 weeks,,,,,
150,Surie,Test-negative case-control,21Oct2022,BNT162b2 (Pfizer),Moderna,included,unvaccinated individuals,7-120,hospitalization with COVID-like illness,severe,USA,≥ 18 years,general pop,61.0,37.0,76.0,,omicron BA.4/BA.5,,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,120-179,severe disease,severe,Canada,50-59 years,50-59 years,96.0,93.0,97.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,50-59 years,50-59 years,98.0,93.0,99.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,50-59 years,50-59 years,97.0,77.0,100.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,60-119,severe disease,severe,Canada,60-69 years,60-69 years,95.0,96.0,96.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,60-69 years,60-69 years,90.0,79.0,95.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,60-69 years,60-69 years,96.0,93.0,98.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,60-119,severe disease,severe,Canada,60-69 years,60-69 years,95.0,77.0,99.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,70-79 years,70-79 years,96.0,96.0,97.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,70-79 years,70-79 years,91.0,85.0,95.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,70-79 years,70-79 years,96.0,94.0,97.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,60-119,severe disease,severe,Canada,70-79 years,70-79 years,93.0,87.0,96.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,80+ years,80+ years,92.0,90.0,93.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,80+ years,80+ years,87.0,80.0,91.0,,omicron BA.1/BA.2,~43 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,80+ years,80+ years,94.0,92.0,95.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,120+,severe disease,severe,Canada,80+ years,80+ years,92.0,78.0,97.0,,omicron BA.1/BA.2,~24 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,120-179,severe disease,severe,Canada,50-59 years,50-59 years,77.0,50.0,89.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,50-59 years,50-59 years,75.0,60.0,84.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,50-59 years,50-59 years,95.0,82.0,98.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,60-119,severe disease,severe,Canada,60-69 years,60-69 years,94.0,53.0,99.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,60-69 years,60-69 years,69.0,55.0,78.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,60-69 years,60-69 years,88.0,78.0,94.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,60-119,severe disease,severe,Canada,60-69 years,60-69 years,81.0,70.0,88.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,70-79 years,70-79 years,86.0,37.0,97.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,70-79 years,70-79 years,59.0,44.0,70.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,70-79 years,70-79 years,85.0,77.0,90.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,60-119,severe disease,severe,Canada,70-79 years,70-79 years,86.0,80.0,90.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,≥ 80 years,≥ 80 years,76.0,27.0,92.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,180-239,severe disease,severe,Canada,≥ 80 years,≥ 80 years,52.0,36.0,64.0,,omicron BA.4/BA.5,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7-59,severe disease,severe,Canada,≥ 80 years,≥ 80 years,86.0,79.0,90.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,120+,severe disease,severe,Canada,≥ 80 years,≥ 80 years,80.0,72.0,85.0,,omicron BA.4/BA.5,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,50-59 years,50-59 years,79.0,72.0,84.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,60-119,severe disease,severe,Canada,50-59 years,50-59 years,57.0,35.0,72.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,50-59 years,50-59 years,89.0,69.0,96.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,240+,severe disease,severe,Canada,50-59 years,50-59 years,77.0,-1.0,95.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,60-69 years,60-69 years,87.0,83.0,90.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,120+,severe disease,severe,Canada,60-69 years,60-69 years,62.0,45.0,75.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,60-69 years,60-69 years,83.0,74.0,89.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,240+,severe disease,severe,Canada,60-69 years,60-69 years,69.0,47.0,82.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,70-79 years,70-79 years,83.0,79.0,86.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,120+,severe disease,severe,Canada,70-79 years,70-79 years,45.0,24.0,59.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,70-79 years,70-79 years,80.0,74.0,85.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,240+,severe disease,severe,Canada,70-79 years,70-79 years,69.0,57.0,78.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,≥ 80 years,≥ 80 years,77.0,72.0,80.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses,240+,severe disease,severe,Canada,≥ 80 years,≥ 80 years,48.0,33.0,60.0,,omicron,~56 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,7-59,severe disease,severe,Canada,≥ 80 years,≥ 80 years,82.0,78.0,86.0,,omicron,~37 weeks,,,,,
153,Grewal,Test-negative case-control,01Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with 2 doses,120+,severe disease,severe,Canada,≥ 80 years,≥ 80 years,75.0,68.0,81.0,,omicron,~37 weeks,,,,,
154,Chemaitelly,Retrospective cohort,01Nov2022,BNT162b2 (Pfizer) (3 doses),Moderna,previously infected only,complete vaccination with 2 doses prior to first infection,91+ (90+ days post primary Omicron infection),reinfection,reinfection,Qatar,≥18 years with prior breakthrough Omicron infection,≥18 years with prior breakthrough Omicron infection,-38.0,-65.0,-15.0,,omicron,~50 weeks,,,,,
154,Chemaitelly,Retrospective cohort,01Nov2022,BNT162b2 (Pfizer) (3 doses),Moderna,previously infected only,unvaccinated individuals,91+ (90+ days post primary Omicron infection),reinfection,reinfection,Qatar,≥18 years with prior breakthrough Omicron infection,≥18 years with prior breakthrough Omicron infection,47.0,37.0,56.0,,omicron,~50 weeks,,,,,
157,Jorgensen,Test-negative case-control,08Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,infection,infection,Canada,infants <6 months,infants <6 months,73.0,61.0,80.0,,omicron,~35 weeks,,,,,
157,Jorgensen,Test-negative case-control,08Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,hospitalization,severe,Canada,infants <6 months,infants <6 months,81.0,58.0,92.0,,omicron,~35 weeks,,,,,
158,Fabiani,Retrospective cohort,14Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,complete vaccination with 3 doses at least 4 months prior,14-28,infection,infection,Italy,≥ 80 years,≥ 80 years,28.5,24.7,32.1,,omicron,,,,,,
158,Fabiani,Retrospective cohort,14Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,complete vaccination with 3 doses at least 4 months prior,28-56,infection,infection,Italy,≥ 80 years,≥ 80 years,7.6,-14.1,18.3,,omicron,,,,,,
158,Fabiani,Retrospective cohort,14Nov2022,BNT162b2 (Pfizer) (3 doses),Moderna,excluded,complete vaccination with 3 doses at least 4 months prior,14-28,severe disease,severe,Italy,≥ 80 years,≥ 80 years,43.2,30.6,54.9,,omicron,,,,,,
158,Fabiani,Retrospective cohort,14Nov2022,BNT162b2 (Pfizer) (3 doses),Moderna,excluded,complete vaccination with 3 doses at least 4 months prior,28-56,severe disease,severe,Italy,≥ 80 years,≥ 80 years,27.2,8.3,42.9,,omicron,,,,,,
159,Chemaitelly,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses at least 6 months prior,7+,infection,infection,Qatar,all ages,general pop,41.1,40.0,42.1,,omicron,~54 weeks,,,,,
159,Chemaitelly,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses at least 6 months prior,7-37,infection,infection,Qatar,all ages,general pop,57.1,55.9,58.3,,omicron,,,,,,
159,Chemaitelly,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses at least 6 months prior,308+,infection,infection,Qatar,all ages,general pop,-20.3,-55.0,29.0,,omicron,~54 weeks,,,,,
159,Chemaitelly,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination with 2 doses at least 6 months prior,7+,"severe, critical, or fatal disease",severe,Qatar,all ages,general pop,80.5,55.7,91.4,,omicron,~54 weeks,,,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,18-49 years,18-49 years,41.0,31.0,49.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,50-64 years,50-64 years,50.0,35.0,61.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,≥ 65 years,≥ 65 years,32.0,9.0,49.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,18-49 years,18-49 years,43.0,39.0,46.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,50-64 years,50-64 years,25.0,17.0,33.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,≥ 65 years,≥ 65 years,19.0,8.0,29.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (4 doses),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,50-64 years,50-64 years,28.0,20.0,34.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
160,Link-Gelles,Test-negative case-control,22Nov2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (4 doses),Moderna,included,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,≥ 65 years,≥ 65 years,23.0,15.0,30.0,,omicron BA.4/BA.5,~8 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
162,UKHSA,Test-negative case-control,01Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) & AZD1222 (AstraZeneca) (2 or 3 doses),Moderna,included,complete vaccination with ≥ 2 doses at least 6 months prior,14+,hospitalization,severe,UK,≥ 50 years,≥ 50 years,57.0,48.0,65.0,,omicron BA.5/BQ.1,~10 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
166,Tenforde,Test-negative case-control,16Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) (2-4 doses),Moderna,included,unvaccinated individuals,7+,ED or UC encounters for COVID-like illness,symptomatic,USA,immuncompetent adults ≥ 18 years,general pop,56.0,49.0,62.0,,omicron BA.5,~9 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
166,Tenforde,Test-negative case-control,16Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) (2-4 doses),Moderna,included,unvaccinated individuals,7+,hospitalization with COVID-like illness,severe,USA,immunocompetent adults ≥ 18 years,general pop,57.0,41.0,69.0,,omicron BA.5,~9 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
167,Surie,Test-negative case-control,16Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) (2-4 doses),Moderna,included,unvaccinated individuals,7+,hospitalization with COVID-like illness,severe,USA,immunocompetent adults ≥ 65 years,≥ 65 years,84.0,64.0,93.0,,omicron BA.5/BQ.1/BQ.1.1,~12 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
167,Surie,Test-negative case-control,16Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) (2-4 doses),Moderna,included,≥2 doses of monovalent mRNA vaccine ≥2 mos. prior ,7+,hospitalization with COVID-like illness,severe,USA,immunocompetent adults ≥ 65 years,≥ 65 years,73.0,52.0,85.0,,omicron BA.5/BQ.1/BQ.1.1,~12 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
167,Surie,Test-negative case-control,16Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) (2-4 doses),Moderna,included,≥2 doses of monovalent mRNA vaccine 6-11 mos. prior ,7+,hospitalization with COVID-like illness,severe,USA,immunocompetent adults ≥ 65 years,≥ 65 years,78.0,57.0,89.0,,omicron BA.5/BQ.1/BQ.1.1,~12 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
167,Surie,Test-negative case-control,16Dec2022,BNT162b2 (Pfizer) & mRNA-1273 (Moderna) (2-4 doses),Moderna,included,≥2 doses of monovalent mRNA vaccine ≥12 mos. prior ,7+,hospitalization with COVID-like illness,severe,USA,immunocompetent adults ≥ 65 years,≥ 65 years,83.0,63.0,92.0,,omicron BA.5/BQ.1/BQ.1.1,~12 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
171,Nittayasoot,Test-negative case-control,12Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) or AZD1222 (AstraZeneca) (3 doses),Moderna,included,unvaccinated individuals,14-89,pneumonia requiring invasive ventilation,severe,Thailand,≥ 18 years,general pop,99.0,92.6,99.8,,"omicron BA.1, BA.2",~15 weeks,,,,,
171,Nittayasoot,Test-negative case-control,12Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) or AZD1222 (AstraZeneca) (3 doses),Moderna,included,unvaccinated individuals,180+,pneumonia requiring invasive ventilation,severe,Thailand,≥ 18 years,general pop,100.0,99.6,100.3,,"omicron BA.1, BA.2",~15 weeks,,,,,
171,Nittayasoot,Test-negative case-control,12Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) or AZD1222 (AstraZeneca) (3 doses),Moderna,included,unvaccinated individuals,14+,death,death,Thailand,≥ 18 years,general pop,99.2,94.4,99.9,,"omicron BA.1, BA.2",~15 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,96.0,93.0,98.0,,omicron BA.1,unknown,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,7-90,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,96.0,92.0,98.0,,omicron BA.1,unknown,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,complete vaccination with 2 doses 6+ months prior,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,85.0,72.0,92.0,,omicron BA.1,unknown,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,84.0,81.0,87.0,,omicron BA.2,~9 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,7-90,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,82.0,78.0,86.0,,omicron BA.2,~9 weeks,,,,,
