study ID,first author,vaccine,dose_number,dose,days_since_first_dose,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,dose interval,notes,
239,Widdifield,Moderna,2,final,7+,severe disease,severe,Canada,individuals with rheumatoid arthritis,individuals with rheumatoid arthritis,92,88,95,,alpha & delta,~44 weeks,,,
239,Widdifield,Moderna,2,final,7+,infection,infection,Canada,individuals with ankylosing spondylitis,individuals with ankylosing spondylitis,89,83,93,,alpha & delta,~44 weeks,,,
239,Widdifield,Moderna,2,final,7+,severe disease,severe,Canada,individuals with ankylosing spondylitis,individuals with ankylosing spondylitis,97,83,99,,alpha & delta,~44 weeks,,,
239,Widdifield,Moderna,2,final,7+,infection,infection,Canada,individuals with psoriasis,individuals with psoriasis,84,81,86,,alpha & delta,~44 weeks,,,
239,Widdifield,Moderna,2,final,7+,severe disease,severe,Canada,individuals with psoriasis,individuals with psoriasis,92,86,95,,alpha & delta,~44 weeks,,,
239,Widdifield,Moderna,2,final,7+,infection,infection,Canada,individuals with inflammatory bowel disease,individuals with inflammatory bowel disease,79,74,82,,alpha & delta,~44 weeks,,,
239,Widdifield,Moderna,2,final,7+,severe disease,severe,Canada,individuals with inflammatory bowel disease,individuals with inflammatory bowel disease,94,88,97,,alpha & delta,~44 weeks,,,
241,Gonzalez,Moderna,2,final,14+,hospitalization,severe,Argentina,12-17 years,12-17 years,81,59.9,90.1,,delta & omicron,~17 weeks,,,
241,Gonzalez,Moderna,2,final,14+,hospitalization,severe,Argentina,12-17 years,12-17 years,78.2,42,90.3,,omicron,~25 weeks,,,
243,Castillo,Moderna,2,final,0-30,symptomatic disease,symptomatic,France,≥ 18 years,general pop,43,41,45,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,symptomatic disease,symptomatic,France,≥ 18 years,general pop,11,10,13,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,hospitalization,severe,France,≥ 18 years,general pop,59,49,70,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,hospitalization,severe,France,≥ 18 years,general pop,56,51,62,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,ICU admission,severe,France,≥ 18 years,general pop,70,40,97,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,ICU admission,severe,France,≥ 18 years,general pop,72,63,81,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,death,death,France,≥ 18 years,general pop,60,24,92,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,death,death,France,≥ 18 years,general pop,54,41,69,omicron,omicron,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,symptomatic disease,symptomatic,France,≥ 18 years,general pop,78,77,80,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,symptomatic disease,symptomatic,France,≥ 18 years,general pop,63,62,64,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,hospitalization,severe,France,≥ 18 years,general pop,91,87,95,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,hospitalization,severe,France,≥ 18 years,general pop,90,89,91,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,ICU admission,severe,France,≥ 18 years,general pop,93,86,99,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,ICU admission,severe,France,≥ 18 years,general pop,95,93,97,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,0-30,death,death,France,≥ 18 years,general pop,90,79,100,delta,delta,~48 weeks,,,
243,Castillo,Moderna,2,final,180+,death,death,France,≥ 18 years,general pop,87,83,91,delta,delta,~48 weeks,,,
248,Carazo,Moderna,2,final,7+,infection,infection,Canada,≥ 12 years,general pop,42,41,44,,omicron,~51 weeks,,,
248,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥ 12 years,general pop,76,74,78,,omicron,~51 weeks,,,
248,Carazo,Moderna,2,final,7+,infection,infection,Canada,≥ 12 years,general pop,23.2,21.2,27.4,,omicron,~51 weeks,,,
248,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥ 12 years,general pop,68.4,63.6,73.5,,omicron,~51 weeks,,,
252,Zahradka,Moderna,2,final,14+,infection,infection,Czech Republic,kidney transplant recipients,transplant recipients,45.6,12.4,67.6,,alpha,~12.5 weeks,,,
255,Lan,Moderna,2,final,14+,infection,infection,USA,HCW,HCW,82.3,75.1,87.4,,"non-VOC, alpha, & delta",~36 weeks,,,
255,Lan,Moderna,2,final,14+,infection,infection,USA,HCW,HCW,76.5,40.9,90.6,,"non-VOC, alpha, & delta",~36 weeks,,,
256,Tenforde,Moderna,2,final,14-179,hospitalization,severe,USA,immunocompetent adults,general pop,90,88,91,,alpha & delta,~23.5 weeks,,,
256,Tenforde,Moderna,2,final,180+,hospitalization,severe,USA,immunocompetent adults,general pop,82,79,85,,alpha & delta,~47 weeks,,,
256,Tenforde,Moderna,2,final,14+,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,63,55,69,,alpha & delta,~47 weeks,,,
256,Tenforde,Moderna,2,final,14-179,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,65,57,72,,alpha & delta,~23.5 weeks,,,
256,Tenforde,Moderna,2,final,180+,hospitalization,severe,USA,hospitalized immunocompromised adults,immunocompromised adults,53,38,65,,alpha & delta,~47 weeks,,,
256,Tenforde,Moderna,2,final,14-179,hospitalization,severe,USA,hospitalized adults,hospitalized adults,90,88,91,,delta,~23.5 weeks,,,
256,Tenforde,Moderna,2,final,180+,hospitalization,severe,USA,hospitalized adults,hospitalized adults,83,80,86,,delta,~47 weeks,,,
257,Fano,Moderna,2,final,40-44,infection,infection,Italy,≥ 12 years,general pop,70.9,69.3,72.4,,alpha & delta,~48 weeks,,,
257,Fano,Moderna,2,final,200+,infection,infection,Italy,≥ 12 years,general pop,22.7,18.5,26.8,,alpha & delta,~48 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison residents ≥ 18 years,prison residents,18.6,7.7,28.1,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison staff ≥ 18 years,prison staff,40.1,34,45.6,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison residents ≥ 18 years,prison residents,51.2,41.5,59.2,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison staff ≥ 18 years,prison staff,55.8,49.6,61.2,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison residents ≥ 18 years,prison residents,68.7,38.5,84.1,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison staff ≥ 18 years,prison staff,83.2,77.7,87.4,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison residents and staff ≥ 18 years,prison residents and staff,14.9,12.3,19.7,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison residents and staff ≥ 18 years,prison residents and staff,47.8,46.6,52.8,,omicron,~65 weeks,,,
261,Chin,Moderna,2,final,14+,infection,infection,USA,prison residents and staff ≥ 18 years,prison residents and staff,73.1,69.8,80.1,,omicron,~65 weeks,,,
262,Carlsen,Moderna,2,final,14+,infection during an infant's first 4 months of life (born to unvaccinated mothers and mothers vaccinated in 2nd or 3rd trimester),infection during an infant's first 4 months of life,Norway,newborns,newborns,30,17,41,,omicron,~45 weeks,,,
262,Carlsen,Moderna,2,final,14+,infection during an infant's first 4 months of life (born to unvaccinated mothers and mothers vaccinated in 2nd or 3rd trimester),infection during an infant's first 4 months of life,Norway,newborns,newborns,71,56,81,,delta,~45 weeks,,,
263,Grewal,Moderna,2,final,0+,infection,infection,Canada,LTCF residents,LTCF residents,6,-5,15,omicron,omicron,~66 weeks,,,
263,Grewal,Moderna,2,final,0+,symptomatic disease,symptomatic,Canada,LTCF residents,LTCF residents,23,1,40,omicron,omicron,~66 weeks,,,
263,Grewal,Moderna,2,final,0+,hospitalization or death,severe,Canada,LTCF residents,LTCF residents,52,33,65,omicron,omicron,~66 weeks,,,
264,Spicer,Moderna,2,final,14+,infection,infection,USA,12-17 years,12-17 years,81,79.7,82.3,,delta,~36.5 weeks,,,
264,Spicer,Moderna,2,final,14+,infection,infection,USA,12-17 years,12-17 years,78.3,66.7,86.5,,delta,~36.5 weeks,,,
273,Magro,Moderna,2,final,14+,infection,infection,USA,SNF personnel 18+ years,SNF employees,1,55.9,81.8,,non-VOC & alpha,~10 weeks,,,
273,Magro,Moderna,2,final,14+,infection,infection,USA,SNF personnel 18+ years,SNF employees,32,1,54,,non-VOC & alpha,~10 weeks,,,
274,Moline,Moderna,2,final,14+,infection,infection,USA,SNF residents,SNF residents,65,25,84,,beta,~12 weeks,,,
275,Carazo,Moderna,2,final,14+,infection,infection,Canada,HCW,HCW,35,27,42,omicron BA.2,omicron BA.2,~70 weeks,,,
275,Carazo,Moderna,2,final,14+,symptomatic disease,symptomatic,Canada,HCW,HCW,61,52,69,omicron BA.2,omicron BA.2,~70 weeks,,,
282,Stephenson,Moderna,2,final,14+,hospitalization,severe,USA,≥ 18 years,general pop,85,81,89,,non-VOC & alpha,~18 weeks,,,
284,Link-Gelles,Moderna,2,final,14-140,ED or UC encounters,symptomatic,USA,≥ 18 years,general pop,47,44,50,,omicron BA.1,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,150+,ED or UC encounters,symptomatic,USA,≥ 18 years,general pop,39,37,41,,omicron BA.1,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,14-140,hospitalization,severe,USA,≥ 18 years,general pop,68,63,73,,omicron BA.1,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,150+,hospitalization,severe,USA,≥ 18 years,general pop,61,58,63,,omicron BA.1,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,14-140,ED or UC encounters,symptomatic,USA,≥ 18 years,general pop,59,40,71,,omicron BA.2,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,150+,ED or UC encounters,symptomatic,USA,≥ 18 years,general pop,18,10,26,,omicron BA.2,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,14-140,hospitalization,severe,USA,≥ 18 years,general pop,57,19,77,,omicron BA.2,~44 weeks,,,
284,Link-Gelles,Moderna,2,final,150+,hospitalization,severe,USA,≥ 18 years,general pop,24,12,35,,omicron BA.2,~44 weeks,,,
288,Mazagatos,Moderna,2,final,14+,hospitalization with SARI,severe,Spain,20-59 years,20-59 years,92,78,97,,alpha & delta,~19 weeks,,,
288,Mazagatos,Moderna,2,final,<90,hospitalization with SARI,severe,Spain,20-59 years,20-59 years,95,82,98,,alpha & delta,~19 weeks,,,
288,Mazagatos,Moderna,2,final,152+,hospitalization with SARI,severe,Spain,20-59 years,20-59 years,91,50,98,,alpha & delta,~19 weeks,,,
288,Mazagatos,Moderna,2,final,14+,hospitalization with SARI,severe,Spain,60-69 years,60-69 years,97,86,99,,alpha & delta,~19 weeks,,,
288,Mazagatos,Moderna,2,final,<90,hospitalization with SARI,severe,Spain,60-69 years,60-69 years,97,87,99,,alpha & delta,~19 weeks,,,
288,Mazagatos,Moderna,2,final,152+,hospitalization with SARI,severe,Spain,60-69 years,60-69 years,96,47,100,,alpha & delta,~19 weeks,,,
288,Mazagatos,Moderna,2,final,<90,hospitalization with SARI,severe,Spain,70-79 years,70-79 years,98,90,100,,alpha & delta,~23 weeks,,,
288,Mazagatos,Moderna,2,final,152+,hospitalization with SARI,severe,Spain,70-79 years,70-79 years,91,24,99,,alpha & delta,~23 weeks,,,
288,Mazagatos,Moderna,2,final,<90,hospitalization with SARI,severe,Spain,≥ 80 years,≥ 80 years,86,70,94,,alpha & delta,~33 weeks,,,
288,Mazagatos,Moderna,2,final,152+,hospitalization with SARI,severe,Spain,≥ 80 years,≥ 80 years,48,-51,82,,alpha & delta,~33 weeks,,,
292,Arashiro,Moderna,2,final,14-89,symptomatic disease,symptomatic,Japan,≥ 20 years,general pop,55,34,69,,omicron,~54 weeks,,,
292,Arashiro,Moderna,2,final,180+,symptomatic disease,symptomatic,Japan,≥ 20 years,general pop,52,37,63,,omicron,~54 weeks,,,
292,Arashiro,Moderna,2,final,14-89,symptomatic disease,symptomatic,Japan,≥ 20 years,general pop,88,80,92,,delta,~54 weeks,,,
292,Arashiro,Moderna,2,final,90-179,symptomatic disease,symptomatic,Japan,≥ 20 years,general pop,86,35,97,,delta,~54 weeks,,,
297,Lewis,Moderna,2,final,14+,infection,infection,USA,≥ 12 years,≥ 12 years,64,58,69,,"non-VOC, alpha, & delta",~46 weeks,,,
297,Lewis,Moderna,2,final,14+,infection,infection,USA,LTCF residents,LTCF residents,49,26,65,,"non-VOC, alpha, & delta",~46 weeks,,,
297,Lewis,Moderna,2,final,14+,infection,infection,USA,LTCF employees,LTCF employees,52,26,68,,"non-VOC, alpha, & delta",~46 weeks,,,
299,Risk,Moderna,2,final,14+,hospitalization,severe,USA,immunocompromised adults,immunocompromised adults,85,62,94,,omicron,~56 weeks,,,
299,Risk,Moderna,2,final,14+,hospitalization,severe,USA,immunocompetent adults,general pop,68,53,78,,omicron,~56 weeks,,,
299,Risk,Moderna,2,final,14+,ICU admission,severe,USA,≥ 18 years,general pop,92,66,98,,omicron,~56 weeks,,,
307,Lind,Moderna,2,final,14-89,infection,infection,USA,≥16 years,general pop,84.4,75.5,90,,alpha,~29 weeks,,,
307,Lind,Moderna,2,final,90-149,infection,infection,USA,≥16 years,general pop,96.5,75.1,99.5,,alpha,~29 weeks,,,
307,Lind,Moderna,2,final,14-89,symptomatic disease,symptomatic,USA,≥16 years,general pop,86.6,75.5,92.7,,alpha,~29 weeks,,,
307,Lind,Moderna,2,final,90-149,symptomatic disease,symptomatic,USA,≥16 years,general pop,93.8,55,99.1,,alpha,~29 weeks,,,
307,Lind,Moderna,2,final,14-89,hospitalization,severe,USA,≥16 years,general pop,85.5,65.5,93.9,,alpha,~29 weeks,,,
307,Lind,Moderna,2,final,90-149,hospitalization,severe,USA,≥16 years,general pop,82.2,-34.5,97.7,,alpha,~29 weeks,,,
307,Lind,Moderna,2,final,14-89,infection,infection,USA,≥16 years,general pop,68.9,58,77.1,,delta,~29 weeks,,,
307,Lind,Moderna,2,final,150+,infection,infection,USA,≥16 years,general pop,37.1,24,48.1,,delta,~29 weeks,,,
307,Lind,Moderna,2,final,14-89,symptomatic disease,symptomatic,USA,≥16 years,general pop,74.8,62.9,82.9,,delta,~29 weeks,,,
307,Lind,Moderna,2,final,150+,symptomatic disease,symptomatic,USA,≥16 years,general pop,48.4,32.8,60.4,,delta,~29 weeks,,,
307,Lind,Moderna,2,final,14-89,hospitalization,severe,USA,≥16 years,general pop,85.4,60.2,94.6,,delta,~29 weeks,,,
307,Lind,Moderna,2,final,150+,hospitalization,severe,USA,≥16 years,general pop,66.2,42.5,80.1,,delta,~29 weeks,,,
313,Chico-Sanchez,Moderna,2,final,12+,hospitalization,severe,Spain,HCW,HCW,96.8,76.1,99.6,,non-VOC & alpha,~22 weeks,,,
314,Mallah,Moderna,2,final,7+,infection,infection,Spain,≥11 years,≥11 years,72,71,73,,alpha & delta,~42 weeks,,,
314,Mallah,Moderna,2,final,7+,hospitalization,severe,Spain,≥11 years,≥11 years,74,70,77,,alpha & delta,~42 weeks,,,
318,Chung,Moderna,2,final,7-59,infection,infection,Canada,≥16 years,general pop,89,88,90,,non-VOC & alpha,~6 weeks,,,
318,Chung,Moderna,2,final,60-119,infection,infection,Canada,≥16 years,general pop,80,75,85,,non-VOC & alpha,~15 weeks,,,
318,Chung,Moderna,2,final,7-59,symptomatic disease,symptomatic,Canada,≥16 years,general pop,94,91,96,,non-VOC & alpha,~6 weeks,,,
318,Chung,Moderna,2,final,60-119,symptomatic disease,symptomatic,Canada,≥16 years,general pop,93,79,98,,non-VOC & alpha,~15 weeks,,,
318,Chung,Moderna,2,final,7-59,severe disease,severe,Canada,≥16 years,general pop,95,90,97,,non-VOC & alpha,~6 weeks,,,
318,Chung,Moderna,2,final,7-59,infection,infection,Canada,≥16 years,general pop,92,91,93,,alpha,~6 weeks,,,
318,Chung,Moderna,2,final,120-179,infection,infection,Canada,≥16 years,general pop,82,79,85,,alpha,~24 weeks,,,
318,Chung,Moderna,2,final,7-59,symptomatic disease,symptomatic,Canada,≥16 years,general pop,92,91,94,,alpha,~6 weeks,,,
318,Chung,Moderna,2,final,120-179,symptomatic disease,symptomatic,Canada,≥16 years,general pop,86,78,91,,alpha,~24 weeks,,,
318,Chung,Moderna,2,final,7-59,severe disease,severe,Canada,≥16 years,general pop,94,92,95,,alpha,~6 weeks,,,
318,Chung,Moderna,2,final,120-179,severe disease,severe,Canada,≥16 years,general pop,97,95,98,,alpha,~24 weeks,,,
318,Chung,Moderna,2,final,7-59,infection,infection,Canada,≥16 years,general pop,90,90,90,,delta,~6 weeks,,,
318,Chung,Moderna,2,final,240+,infection,infection,Canada,≥16 years,general pop,78,76,80,,delta,~42 weeks,,,
318,Chung,Moderna,2,final,7-59,symptomatic disease,symptomatic,Canada,≥16 years,general pop,94,94,95,,delta,~6 weeks,,,
318,Chung,Moderna,2,final,240+,symptomatic disease,symptomatic,Canada,≥16 years,general pop,88,86,90,,delta,~42 weeks,,,
318,Chung,Moderna,2,final,7-59,severe disease,severe,Canada,≥16 years,general pop,98,98,99,,delta,~6 weeks,,,
318,Chung,Moderna,2,final,240+,severe disease,severe,Canada,≥16 years,general pop,98,95,99,,delta,~42 weeks,,,
322,Schrag,Moderna,2,final,14+,ED or UC encounters,symptomatic,USA,pregnant persons 18-49 years,pregnant persons,16,-22,42,,omicron,~55 weeks,,,
322,Schrag,Moderna,2,final,14-149,ED or UC encounters,symptomatic,USA,pregnant persons 18-49 years,pregnant persons,3,-49,37,,omicron,,,,
322,Schrag,Moderna,2,final,150+,ED or UC encounters,symptomatic,USA,pregnant persons 18-49 years,pregnant persons,42,-16,72,,omicron,~55 weeks,,,
322,Schrag,Moderna,2,final,14+,hospitalization,severe,USA,pregnant persons 18-49 years,pregnant persons,77,28,93,,omicron,~55 weeks,,,
322,Schrag,Moderna,2,final,14-149,hospitalization,severe,USA,pregnant persons 18-49 years,pregnant persons,86,41,97,,omicron,,,,
322,Schrag,Moderna,2,final,150+,hospitalization,severe,USA,pregnant persons 18-49 years,pregnant persons,64,-102,93,,omicron,~55 weeks,,,
322,Schrag,Moderna,2,final,14+,ED or UC encounters,symptomatic,USA,pregnant persons 18-49 years,pregnant persons,83,68,91,,delta,~55 weeks,,,
322,Schrag,Moderna,2,final,14-149,ED or UC encounters,symptomatic,USA,pregnant persons 18-49 years,pregnant persons,84,69,92,,delta,,,,
322,Schrag,Moderna,2,final,150+,ED or UC encounters,symptomatic,USA,pregnant persons 18-49 years,pregnant persons,75,5,93,,delta,~55 weeks,,,
322,Schrag,Moderna,2,final,14+,hospitalization,severe,USA,pregnant persons 18-49 years,pregnant persons,98,96,99,,delta,,,,
322,Schrag,Moderna,2,final,14-149,hospitalization,severe,USA,pregnant persons 18-49 years,pregnant persons,99,96,100,,delta,,,,
322,Schrag,Moderna,2,final,150+,hospitalization,severe,USA,pregnant persons 18-49 years,pregnant persons,96,86,99,,delta,~55 weeks,,,
323,Ferdinands,Moderna,2,final,<2 months,ED or UC encounters,symptomatic,USA,≥18 years,general pop,63,57,68,,omicron,,,,
323,Ferdinands,Moderna,2,final,300,ED or UC encounters,symptomatic,USA,≥18 years,general pop,22,5,36,,omicron,,,,
323,Ferdinands,Moderna,2,final,<2 months,hospitalization,severe,USA,≥18 years,general pop,73,63,80,,omicron,,,,
323,Ferdinands,Moderna,2,final,14+ months,hospitalization,severe,USA,≥18 years,general pop,19,6,30,,omicron,~67 weeks,,,
323,Ferdinands,Moderna,2,final,<4 months,hospitalization,severe,USA,"immunocompromised, ≥18 years",immunocompromised adults,34,13,51,,omicron,,,,
323,Ferdinands,Moderna,2,final,6+ months,hospitalization,severe,USA,"immunocompromised, ≥18 years",immunocompromised adults,20,1,36,,omicron,~67 weeks,,,
323,Ferdinands,Moderna,2,final,<2 months,ED or UC encounters,symptomatic,USA,≥18 years,general pop,93,92,94,,delta,,,,
323,Ferdinands,Moderna,2,final,90,ED or UC encounters,symptomatic,USA,≥18 years,general pop,66,60,72,,delta,,,,
323,Ferdinands,Moderna,2,final,<2 months,hospitalization,severe,USA,≥18 years,general pop,96,95,97,,delta,,,,
323,Ferdinands,Moderna,2,final,90,hospitalization,severe,USA,≥18 years,general pop,68,59,75,,delta,,,,
323,Ferdinands,Moderna,2,final,<2 months,ED or UC encounters,symptomatic,USA,≥18 years,general pop,95,94,96,,alpha,~19 weeks,,,
323,Ferdinands,Moderna,2,final,90,ED or UC encounters,symptomatic,USA,≥18 years,general pop,86,78,91,,alpha,~19 weeks,,,
323,Ferdinands,Moderna,2,final,<2 months,hospitalization,severe,USA,≥18 years,general pop,94,93,95,,alpha,~19 weeks,,,
323,Ferdinands,Moderna,2,final,90,hospitalization,severe,USA,≥18 years,general pop,87,77,93,,alpha,~19 weeks,,,
325,Grewal,Moderna,2,final,0+,infection,infection,Canada,"LTCF residents, ≥60 years",LTCF residents,3,-7,12,,omicron BA.1 or BA.2 or BA.4 or BA.5,~80 weeks,,,
325,Grewal,Moderna,2,final,0+,symptomatic disease,symptomatic,Canada,"LTCF residents, ≥60 years",LTCF residents,21,1,38,,omicron BA.1 or BA.2 or BA.4 or BA.5,~80 weeks,,,
325,Grewal,Moderna,2,final,0+,severe disease,severe,Canada,"LTCF residents, ≥60 years",LTCF residents,43,24,58,,omicron BA.1 or BA.2 or BA.4 or BA.5,~80 weeks,,,
328,Lewis,Moderna,2,final,14+,infection,infection,USA,≥60 years,≥60 years,80,46.4,92.6,gamma,gamma,~14 weeks,,,
329,Buchan,Moderna,2,final,7-59 ,symptomatic disease,symptomatic,Canada,≥18 years,general pop,36,24,45,omicron,omicron,,,,
329,Buchan,Moderna,2,final,240+ ,symptomatic disease,symptomatic,Canada,≥18 years,general pop,2,-17,17,omicron,omicron,~49 weeks,,,
329,Buchan,Moderna,2,final,120-179 ,severe disease,severe,Canada,≥18 years,general pop,75,51,87,omicron,omicron,,,,
329,Buchan,Moderna,2,final,180-239 ,severe disease,severe,Canada,≥18 years,general pop,82,62,91,omicron,omicron,~32 weeks,,,
329,Buchan,Moderna,2,final,7-59 ,symptomatic disease,symptomatic,Canada,≥18 years,general pop,89,86,92,delta,delta,,,,
329,Buchan,Moderna,2,final,240+ ,symptomatic disease,symptomatic,Canada,≥18 years,general pop,80,74,84,delta,delta,~49 weeks,,,
329,Buchan,Moderna,2,final,7-59 ,severe disease,severe,Canada,≥18 years,general pop,94,84,98,delta,delta,,,,
329,Buchan,Moderna,2,final,240+,severe disease,severe,Canada,≥18 years,general pop,95,85,99,delta,delta,~49 weeks,,,
331,Mimura,Moderna,2,final,28,infection,infection,Japan,16-64 years,16-64 years,15.8,7.9,23.1,omicron,omicron,~43 weeks,,,
331,Mimura,Moderna,2,final,28,symptomatic disease,symptomatic,Japan,16-64 years,16-64 years,21.2,11,30.3,omicron,omicron,~43 weeks,,,
331,Mimura,Moderna,2,final,28,infection,infection,Japan,16-64 years,16-64 years,82.9,69.4,90.4,delta,delta,~31 weeks,,,
331,Mimura,Moderna,2,final,28,symptomatic disease,symptomatic,Japan,16-64 years,16-64 years,95.7,82.5,98.9,delta,delta,~31 weeks,,,
333,Chambers,Moderna,2,final,7+,infection,infection,Canada,≥19 years,general pop,82,74,88,,alpha & delta,~44 weeks,,,
333,Chambers,Moderna,2,final,7+,symptomatic disease,symptomatic,Canada,≥19 years,general pop,93,79,98,,alpha & delta,~44 weeks,,,
333,Chambers,Moderna,2,final,7+,severe disease,severe,Canada,≥19 years,general pop,97,80,99,,alpha & delta,~44 weeks,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 2 months of life,infection in the first 2 months of life,USA,infants born to mothers 16-50 years of age,infants,26,-22,56,,omicron,~11 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 4 months of life,infection in the first 4 months of life,USA,infants born to mothers 16-50 years of age,infants,23,-6,44,,omicron,~13 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 6 months of life,infection in the first 6 months of life,USA,infants born to mothers 16-50 years of age,infants,19,-3,37,,omicron,~15 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 2 months of life,infection in the first 2 months of life,USA,infants born to mothers 16-50 years of age,infants,37,-21,67,,omicron,~8 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 4 months of life,infection in the first 4 months of life,USA,infants born to mothers 16-50 years of age,infants,5,-28,29,,omicron,~10 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 6 months of life,infection in the first 6 months of life,USA,infants born to mothers 16-50 years of age,infants,3,-19,21,,omicron,~12 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 2 months of life,infection in the first 2 months of life,USA,infants born to mothers 16-50 years of age,infants,-4,-84,41,,omicron,~5 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 4 months of life,infection in the first 4 months of life,USA,infants born to mothers 16-50 years of age,infants,12,-23,37,,omicron,~7 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 6 months of life,infection in the first 6 months of life,USA,infants born to mothers 16-50 years of age,infants,18,-4,36,,omicron,~9 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 2 months of life,infection in the first 2 months of life,USA,infants born to mothers 16-50 years of age,infants,61,-31,89,,delta,~11 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 4 months of life,infection in the first 4 months of life,USA,infants born to mothers 16-50 years of age,infants,48,-54,82,,delta,~13 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 6 months of life,infection in the first 6 months of life,USA,infants born to mothers 16-50 years of age,infants,49,-46,82,,delta,~15 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 2 months of life,infection in the first 2 months of life,USA,infants born to mothers 16-50 years of age,infants,91,63,98,,delta,~8 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 4 months of life,infection in the first 4 months of life,USA,infants born to mothers 16-50 years of age,infants,60,23,79,,delta,~10 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 6 months of life,infection in the first 6 months of life,USA,infants born to mothers 16-50 years of age,infants,65,33,81,,delta,~12 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 2 months of life,infection in the first 2 months of life,USA,infants born to mothers 16-50 years of age,infants,87,55,96,,delta,~5 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 4 months of life,infection in the first 4 months of life,USA,infants born to mothers 16-50 years of age,infants,70,43,84,,delta,~7 months,,,
335,Zerbo,Moderna,2,final,7+,infection in the first 6 months of life,infection in the first 6 months of life,USA,infants born to mothers 16-50 years of age,infants,54,27,71,,delta,~9 months,,,
337,Britton,Moderna,2,final,14+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥18 years,immunocompromised adults,40,34,46,,omicron BA.1,~56 weeks,,,
337,Britton,Moderna,2,final,14+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥18 years,immunocompromised adults,7,-16,25,,omicron BA.2/BA.2.12.1,~69 weeks,,,
337,Britton,Moderna,2,final,14+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥18 years,immunocompromised adults,38,23,50,,omicron BA.4/BA.5,~77 weeks,,,
337,Britton,Moderna,2,final,14+,hospitalization with COVID-like illness,severe,USA,immunocompromised adults ≥18 years,immunocompromised adults,22,10,33,,omicron BA.2/BA.2.12.1/BA.4/BA.5,~77 weeks,,,
